"customer_id","product_name","total_sales","avg_product_price","num_orders","num_products"
118,"Joggers",279,94.0,1,1
118,"Mandarin Collar",218,108.0,1,1
118,"Slim-Fit",291,119.0,1,1
123,"Cargo Pants",306,106.0,1,1
123,"Chinos",226,100.0,2,2
123,"Coach",279,115.0,2,2
123,"Cords",282,113.0,1,1
123,"Denim",214,92.0,1,1
123,"Mandarin Collar",218,108.0,1,1
123,"Parka",113,119.0,1,1
123,"Puffer",236,110.0,1,1
123,"Shearling",351,95.0,1,2
123,"Tracksuit Bottoms",112,91.0,1,1
127,"Camp Collared",294,112.0,1,1
127,"Casual Slim Fit",119,113.0,1,1
127,"Chambray",212,105.0,1,1
127,"Cords",94,113.0,1,1
127,"Dress",208,119.0,1,1
127,"Mandarin Collar",218,108.0,1,1
134,"Bomber",300,90.0,1,2
134,"Coach",93,115.0,1,1
134,"Joggers",93,94.0,1,1
134,"Trench Coat",119,112.0,1,1
139,"Chambray",318,105.0,1,1
139,"Cords",282,113.0,1,1
139,"Trench Coat",119,112.0,1,1
139,"Windbreaker",204,109.0,1,1
155,"Cropped",230,99.0,1,1
155,"Pullover",91,114.0,1,1
155,"Wool",106,111.0,1,1
163,"Cargo Pants",306,106.0,1,1
163,"Joggers",186,94.0,1,1
163,"Shearling",117,95.0,1,1
167,"Cardigan",224,118.0,1,1
167,"Parka",226,119.0,1,1
167,"Pullover",182,114.0,1,1
167,"Wool",106,111.0,1,1
176,"Leather",294,113.0,1,1
176,"Puffer",118,110.0,1,1
178,"Casual Slim Fit",357,113.0,1,1
178,"Joggers",186,94.0,1,1
178,"Oxford Cloth",192,114.0,1,1
178,"Trench Coat",238,112.0,1,1
178,"Wool",106,111.0,1,1
180,"Denim",214,92.0,1,1
180,"Dress",104,119.0,1,1
180,"Flannel",118,96.0,1,1
180,"Relaxed Leg",90,95.0,1,1
181,"Bomber",200,90.0,1,1
181,"Camp Collared",196,112.0,1,1
181,"High-Waisted",396,98.0,1,2
181,"Parka",226,119.0,1,1
181,"Shearling",234,95.0,1,1
181,"Tracksuit Bottoms",336,91.0,1,1
192,"Cardigan",336,118.0,1,1
192,"Cropped",345,99.0,1,1
192,"Denim",107,92.0,1,1
192,"Henley",94,92.0,1,1
192,"Joggers",186,94.0,1,1
192,"Leather",98,113.0,1,1
192,"Peacoat",327,102.0,1,1
203,"Relaxed Leg",270,95.0,1,1
203,"Tracksuit Bottoms",672,91.0,1,2
206,"Casual Slim Fit",357,113.0,1,1
206,"Cropped",345,99.0,1,1
206,"Parka",226,119.0,1,1
207,"Denim",214,92.0,1,1
207,"Linen",273,116.0,1,1
207,"Oxford Cloth",192,114.0,1,1
207,"Slim-Fit",291,119.0,1,1
209,"Casual Slim Fit",119,113.0,1,1
209,"Denim",92,115.0,1,1
209,"Drawstring",288,104.0,1,1
209,"Slim-Fit",97,119.0,1,1
209,"Tracksuit Bottoms",336,91.0,1,1
212,"Cardigan",112,118.0,1,1
212,"Chambray",318,105.0,1,1
212,"Drawstring",96,104.0,1,1
221,"Camp Collared",196,112.0,1,1
221,"Cuban Collar",210,93.0,1,1
221,"Flannel",236,96.0,1,1
221,"Leather",98,113.0,1,1
221,"Relaxed Leg",90,95.0,1,1
221,"Shearling",117,95.0,1,1
221,"Slim-Fit",97,119.0,1,1
221,"Trench Coat",238,112.0,1,1
224,"Bomber",300,90.0,1,1
224,"Casual Slim Fit",119,113.0,1,1
224,"High-Waisted",198,98.0,1,1
224,"Parka",339,119.0,1,1
224,"Tracksuit Bottoms",336,91.0,1,1
224,"Trench Coat",357,112.0,1,1
225,"Denim",92,115.0,1,1
225,"Drawstring",96,104.0,1,1
225,"Polo",285,117.0,1,1
236,"Bomber",100,90.0,1,1
236,"Cuban Collar",105,93.0,1,1
236,"Puffer",236,110.0,1,1
236,"Relaxed Leg",90,95.0,1,1
236,"Slim-Fit",97,119.0,1,1
236,"Tracksuit Bottoms",336,91.0,1,1
236,"Windbreaker",102,109.0,1,1
241,"Puffer",118,110.0,1,1
241,"Windbreaker",306,109.0,1,1
244,"Cardigan",336,118.0,1,1
244,"Chinos",226,100.0,1,2
244,"Cropped",230,99.0,1,1
244,"Drawstring",384,104.0,2,2
244,"Joggers",93,94.0,1,1
244,"Mandarin Collar",327,108.0,1,1
244,"Oxford Cloth",96,114.0,1,1
244,"Parka",226,119.0,1,1
244,"Shearling",468,95.0,2,2
250,"Cords",282,113.0,1,1
250,"Denim",107,92.0,1,1
250,"Drawstring",288,104.0,1,1
250,"Slim-Fit",194,119.0,1,1
251,"Cardigan",336,118.0,1,1
251,"Denim",107,92.0,1,1
251,"Henley",94,92.0,1,1
258,"Chambray",106,105.0,1,1
258,"Chinos",226,100.0,1,1
258,"Flannel",354,96.0,1,1
258,"Henley",94,92.0,1,1
258,"Pullover",273,114.0,1,1
258,"Slim-Fit",291,119.0,1,1
258,"Wool",212,111.0,1,1
264,"Cardigan",224,118.0,1,1
264,"Cargo Pants",204,106.0,1,1
264,"Chinos",339,100.0,1,1
264,"Cords",188,113.0,1,1
264,"Cropped",345,99.0,1,1
264,"Flannel",354,96.0,1,1
267,"Chambray",106,105.0,1,1
267,"Windbreaker",408,109.0,1,2
268,"Cardigan",336,118.0,1,1
268,"Henley",282,92.0,1,1
268,"Joggers",186,94.0,1,1
268,"Leather",196,113.0,1,1
268,"Mandarin Collar",109,108.0,1,1
269,"Camp Collared",196,112.0,1,1
269,"Casual Slim Fit",119,113.0,1,1
269,"Linen",273,116.0,1,1
269,"Peacoat",109,102.0,1,1
273,"Chambray",212,105.0,1,1
273,"Denim",321,92.0,1,1
273,"Wool",636,111.0,1,2
276,"Bomber",100,90.0,1,1
276,"Joggers",93,94.0,1,1
276,"Oxford Cloth",288,114.0,1,1
276,"Peacoat",218,102.0,1,1
276,"Relaxed Leg",270,95.0,1,1
276,"Slim-Fit",194,119.0,1,1
282,"Bomber",200,90.0,1,1
282,"Cargo Pants",204,106.0,1,1
282,"Drawstring",192,104.0,1,1
282,"Flannel",354,96.0,1,1
282,"Oxford Cloth",288,114.0,1,1
282,"Peacoat",436,102.0,1,2
282,"Polo",190,117.0,1,1
282,"Relaxed Leg",270,95.0,1,1
282,"Shearling",351,95.0,1,1
282,"Slim-Fit",388,119.0,2,1
282,"Tracksuit Bottoms",336,91.0,1,1
282,"Trench Coat",238,112.0,1,1
282,"Windbreaker",306,109.0,1,1
283,"Camp Collared",294,112.0,1,1
283,"Drawstring",288,104.0,1,1
283,"Leather",294,113.0,1,1
283,"Oxford Cloth",192,114.0,1,1
283,"Trench Coat",119,112.0,1,1
289,"Flannel",118,96.0,1,1
289,"High-Waisted",297,98.0,1,1
289,"Pleated",210,90.0,1,1
289,"Pullover",273,114.0,1,1
289,"Shearling",234,95.0,1,1
289,"Windbreaker",102,109.0,1,1
299,"Cropped",345,99.0,1,1
299,"Cuban Collar",105,93.0,1,1
299,"Denim",107,92.0,1,1
299,"Dress",104,119.0,1,1
299,"Slim-Fit",291,119.0,1,1
300,"Coach",93,115.0,1,1
300,"Denim",107,92.0,1,1
300,"Henley",94,92.0,1,1
300,"Mandarin Collar",218,108.0,1,1
300,"Pleated",210,90.0,1,1
300,"Puffer",118,110.0,1,1
300,"Pullover",273,114.0,1,1
300,"Wool",318,111.0,1,1
301,"Bomber",100,90.0,1,1
301,"Camp Collared",294,112.0,1,1
301,"Denim",321,92.0,1,1
301,"Drawstring",192,104.0,1,2
301,"Joggers",186,94.0,1,1
308,"Henley",188,92.0,1,1
308,"Mandarin Collar",218,108.0,1,1
308,"Peacoat",218,102.0,1,1
308,"Shearling",234,95.0,1,1
309,"Cords",282,113.0,1,1
309,"Dress",104,119.0,1,1
309,"Henley",282,92.0,1,1
309,"Joggers",93,94.0,1,1
309,"Linen",91,116.0,1,1
309,"Mandarin Collar",109,108.0,1,1
309,"Pleated",315,90.0,1,1
309,"Slim-Fit",291,119.0,1,1
310,"Chambray",106,105.0,1,1
310,"Coach",279,115.0,1,1
310,"Cords",188,113.0,1,1
310,"Henley",282,92.0,1,1
311,"Bomber",200,90.0,1,1
311,"Camp Collared",294,112.0,1,1
311,"Casual Slim Fit",238,113.0,1,1
311,"Flannel",118,96.0,1,1
311,"Linen",273,116.0,1,1
311,"Oxford Cloth",288,114.0,1,2
311,"Pleated",210,90.0,1,1
311,"Slim-Fit",194,119.0,1,1
316,"Bomber",100,90.0,1,1
316,"Cords",94,113.0,1,1
316,"Joggers",279,94.0,1,1
316,"Pullover",182,114.0,1,2
317,"Chambray",318,105.0,1,1
317,"Denim",184,115.0,1,1
317,"Pullover",182,114.0,1,1
317,"Shearling",234,95.0,1,1
317,"Tracksuit Bottoms",112,91.0,1,1
318,"Camp Collared",98,112.0,1,1
318,"Cargo Pants",204,106.0,1,1
318,"Chinos",113,100.0,1,1
318,"Dress",104,119.0,1,1
318,"Joggers",465,94.0,1,2
318,"Parka",113,119.0,1,1
318,"Puffer",118,110.0,1,1
318,"Tracksuit Bottoms",224,91.0,2,2
318,"Trench Coat",357,112.0,1,2
320,"Cords",376,113.0,1,2
320,"High-Waisted",198,98.0,1,1
320,"Leather",294,113.0,1,1
320,"Polo",95,117.0,1,1
320,"Tracksuit Bottoms",112,91.0,1,1
320,"Trench Coat",119,112.0,1,1
320,"Windbreaker",102,109.0,1,1
326,"Cardigan",336,118.0,2,2
326,"Cargo Pants",204,106.0,1,1
326,"Cords",188,113.0,1,1
326,"Cropped",230,99.0,1,1
326,"Cuban Collar",525,93.0,1,2
326,"Denim",214,92.0,1,1
326,"Drawstring",192,104.0,1,1
326,"Oxford Cloth",192,114.0,1,1
326,"Parka",113,119.0,1,1
326,"Windbreaker",204,109.0,1,1
326,"Wool",318,111.0,1,1
327,"Camp Collared",294,112.0,1,1
327,"Denim",184,115.0,1,1
327,"Polo",285,117.0,1,1
328,"Camp Collared",196,112.0,1,1
328,"Cords",188,113.0,1,1
328,"Cuban Collar",315,93.0,1,1
328,"Flannel",354,96.0,1,1
328,"Mandarin Collar",109,108.0,1,1
328,"Relaxed Leg",270,95.0,1,1
329,"Chinos",113,100.0,1,1
329,"Denim",214,92.0,1,1
329,"Oxford Cloth",288,114.0,1,1
329,"Pleated",630,90.0,1,2
331,"Dress",208,119.0,1,1
331,"Henley",188,92.0,1,1
331,"Joggers",93,94.0,1,1
331,"Oxford Cloth",192,114.0,1,1
331,"Windbreaker",306,109.0,1,1
332,"Cords",188,113.0,1,1
332,"Joggers",279,94.0,1,1
336,"Dress",312,119.0,1,1
336,"Pullover",91,114.0,1,1
336,"Relaxed Leg",180,95.0,1,1
337,"Camp Collared",294,112.0,1,1
337,"Drawstring",192,104.0,1,1
337,"Parka",339,119.0,1,1
337,"Slim-Fit",291,119.0,1,1
337,"Tracksuit Bottoms",336,91.0,1,2
341,"Bomber",100,90.0,1,1
341,"Chinos",226,100.0,1,1
341,"Cropped",345,99.0,1,1
341,"Linen",182,116.0,1,1
341,"Peacoat",218,102.0,1,1
341,"Pullover",91,114.0,1,1
342,"Denim",306,103.5,1,2
342,"Drawstring",96,104.0,1,1
342,"Leather",98,113.0,1,1
342,"Oxford Cloth",96,114.0,1,1
342,"Trench Coat",119,112.0,1,1
345,"Cargo Pants",102,106.0,1,1
345,"Dress",208,119.0,1,1
345,"Henley",376,92.0,1,2
345,"Joggers",93,94.0,1,1
345,"Pullover",182,114.0,1,1
345,"Relaxed Leg",180,95.0,1,1
345,"Wool",318,111.0,1,1
346,"Windbreaker",204,109.0,1,2
347,"Bomber",100,90.0,1,1
347,"Cardigan",336,118.0,1,1
347,"Coach",279,115.0,1,1
347,"Flannel",236,96.0,1,1
347,"Henley",188,92.0,1,1
347,"Joggers",279,94.0,1,1
347,"Mandarin Collar",109,108.0,1,1
360,"Cords",282,113.0,1,1
360,"Denim",184,115.0,1,1
360,"Henley",94,92.0,1,1
360,"Joggers",93,94.0,1,1
360,"Linen",182,116.0,1,1
360,"Slim-Fit",291,119.0,1,1
360,"Windbreaker",306,109.0,1,1
370,"Bomber",300,90.0,1,1
370,"Cardigan",336,118.0,1,1
370,"Chambray",106,105.0,1,1
370,"Drawstring",192,104.0,1,1
370,"Pullover",91,114.0,1,1
370,"Shearling",234,95.0,1,1
370,"Tracksuit Bottoms",224,91.0,1,1
370,"Wool",318,111.0,1,1
375,"Chinos",339,100.0,1,1
375,"High-Waisted",198,98.0,1,1
375,"Peacoat",218,102.0,1,1
375,"Pleated",105,90.0,1,1
375,"Wool",106,111.0,1,1
382,"Cardigan",112,118.0,1,1
382,"Casual Slim Fit",476,113.0,2,2
382,"Cuban Collar",210,93.0,1,1
382,"Denim",92,115.0,1,1
382,"Drawstring",480,104.0,1,2
382,"Henley",282,92.0,1,1
382,"Linen",91,116.0,1,1
382,"Mandarin Collar",109,108.0,1,1
382,"Pleated",315,90.0,1,1
382,"Polo",190,117.0,1,1
382,"Puffer",354,110.0,1,1
382,"Slim-Fit",291,119.0,1,1
382,"Tracksuit Bottoms",336,91.0,1,1
382,"Trench Coat",357,112.0,1,1
382,"Windbreaker",408,109.0,2,2
383,"Camp Collared",98,112.0,1,1
383,"Cardigan",224,118.0,1,1
383,"Dress",312,119.0,1,1
383,"Flannel",354,96.0,1,1
383,"Oxford Cloth",96,114.0,1,1
383,"Polo",95,117.0,1,1
390,"Casual Slim Fit",119,113.0,1,1
390,"Henley",188,92.0,1,1
391,"Cuban Collar",210,93.0,1,1
391,"Flannel",236,96.0,1,1
391,"Windbreaker",204,109.0,1,1
394,"Cardigan",224,118.0,1,1
394,"Parka",452,119.0,1,2
394,"Pleated",315,90.0,1,1
394,"Pullover",182,114.0,1,1
394,"Windbreaker",306,109.0,1,1
394,"Wool",212,111.0,1,1
397,"High-Waisted",198,98.0,1,1
397,"Linen",273,116.0,1,1
397,"Polo",95,117.0,1,1
397,"Pullover",182,114.0,1,1
398,"Bomber",200,90.0,1,1
398,"Chambray",318,105.0,1,1
398,"Henley",282,92.0,1,1
398,"Mandarin Collar",109,108.0,1,1
398,"Parka",339,119.0,1,1
398,"Relaxed Leg",180,95.0,1,1
398,"Tracksuit Bottoms",336,91.0,1,1
399,"Joggers",186,94.0,1,1
399,"Parka",113,119.0,1,1
399,"Slim-Fit",291,119.0,1,1
401,"Coach",279,115.0,1,1
401,"Denim",276,115.0,1,1
401,"Dress",104,119.0,1,1
401,"Flannel",354,96.0,1,1
401,"Pullover",182,114.0,1,1
404,"Cardigan",336,118.0,1,1
404,"Casual Slim Fit",238,113.0,1,1
404,"Henley",282,92.0,1,1
404,"Peacoat",109,102.0,1,1
404,"Pleated",105,90.0,1,1
404,"Slim-Fit",291,119.0,1,1
404,"Tracksuit Bottoms",336,91.0,1,1
404,"Wool",106,111.0,1,1
412,"Bomber",200,90.0,1,1
412,"Chinos",113,100.0,1,1
413,"Casual Slim Fit",357,113.0,1,1
413,"Cropped",115,99.0,1,1
413,"Denim",321,92.0,1,2
413,"High-Waisted",495,98.0,1,2
413,"Peacoat",218,102.0,1,1
413,"Windbreaker",204,109.0,1,1
414,"Cargo Pants",204,106.0,1,1
414,"Flannel",118,96.0,1,1
414,"Mandarin Collar",218,108.0,1,1
414,"Slim-Fit",194,119.0,1,1
418,"Bomber",300,90.0,1,1
418,"Joggers",186,94.0,1,1
418,"Windbreaker",204,109.0,1,1
421,"Denim",321,92.0,1,1
422,"Camp Collared",294,112.0,1,1
422,"Chambray",212,105.0,1,1
422,"Chinos",113,100.0,1,1
422,"Coach",465,115.0,1,2
422,"Denim",184,115.0,1,1
422,"Dress",104,119.0,1,1
422,"Joggers",279,94.0,1,1
422,"Linen",91,116.0,1,1
422,"Shearling",351,95.0,1,1
423,"Cardigan",112,118.0,1,1
423,"Cropped",230,99.0,1,1
423,"Denim",214,92.0,1,1
423,"Dress",208,119.0,1,1
423,"Flannel",236,96.0,1,1
423,"Leather",98,113.0,1,1
423,"Pleated",210,90.0,1,1
423,"Puffer",118,110.0,1,1
431,"Bomber",100,90.0,1,1
431,"Cardigan",224,118.0,1,1
431,"Cargo Pants",306,106.0,1,1
431,"Casual Slim Fit",357,113.0,1,1
431,"Coach",279,115.0,1,1
431,"Drawstring",96,104.0,1,1
431,"Mandarin Collar",218,108.0,1,1
431,"Parka",226,119.0,1,1
431,"Shearling",351,95.0,1,1
431,"Trench Coat",238,112.0,1,1
433,"Chinos",113,100.0,1,1
433,"Coach",93,115.0,1,1
433,"Leather",196,113.0,1,1
436,"Casual Slim Fit",119,113.0,1,1
436,"Chinos",226,100.0,1,1
436,"Drawstring",192,104.0,1,1
436,"Linen",273,116.0,1,1
436,"Relaxed Leg",270,95.0,1,2
439,"Chinos",226,100.0,1,1
439,"Flannel",118,96.0,1,1
439,"Pleated",315,90.0,1,1
439,"Polo",190,117.0,1,1
439,"Puffer",354,110.0,1,1
439,"Wool",318,111.0,1,1
441,"Coach",558,115.0,1,2
441,"Cuban Collar",210,93.0,1,1
441,"Henley",188,92.0,1,1
441,"Linen",182,116.0,1,1
441,"Oxford Cloth",288,114.0,1,1
441,"Parka",565,119.0,2,3
441,"Pleated",315,90.0,1,1
441,"Puffer",236,110.0,1,1
441,"Shearling",351,95.0,1,1
442,"Cardigan",112,118.0,1,1
442,"Cropped",115,99.0,1,1
442,"Shearling",351,95.0,1,2
442,"Tracksuit Bottoms",112,91.0,1,1
445,"Cargo Pants",204,106.0,1,1
445,"Cords",94,113.0,1,1
445,"Flannel",354,96.0,1,1
445,"Puffer",354,110.0,1,1
445,"Shearling",351,95.0,1,1
445,"Tracksuit Bottoms",336,91.0,1,2
446,"Cardigan",336,118.0,1,1
446,"Casual Slim Fit",238,113.0,1,1
446,"Cords",94,113.0,1,1
446,"Denim",184,115.0,1,1
446,"High-Waisted",198,98.0,1,1
446,"Joggers",279,94.0,2,2
446,"Slim-Fit",291,119.0,1,1
454,"Denim",92,115.0,1,1
454,"Joggers",465,94.0,1,2
454,"Polo",285,117.0,1,1
454,"Pullover",182,114.0,1,2
457,"Camp Collared",98,112.0,1,1
457,"Cargo Pants",204,106.0,1,1
457,"Cords",188,113.0,1,1
457,"High-Waisted",297,98.0,1,1
457,"Parka",339,119.0,1,1
457,"Polo",190,117.0,1,2
457,"Shearling",351,95.0,1,1
458,"Joggers",279,94.0,1,1
458,"Peacoat",218,102.0,1,1
458,"Slim-Fit",194,119.0,1,1
461,"Bomber",200,90.0,1,1
461,"Cargo Pants",204,106.0,1,1
461,"Casual Slim Fit",238,113.0,1,1
461,"Chinos",791,100.0,2,3
461,"Denim",736,115.0,2,3
461,"Drawstring",96,104.0,1,1
461,"Dress",208,119.0,1,1
461,"Leather",98,113.0,1,1
461,"Peacoat",327,102.0,2,2
461,"Pleated",210,90.0,1,1
461,"Pullover",273,114.0,1,1
461,"Trench Coat",238,112.0,1,1
465,"Cargo Pants",102,106.0,1,1
465,"Chambray",318,105.0,1,1
465,"Chinos",339,100.0,1,1
465,"Henley",94,92.0,1,1
465,"Pullover",91,114.0,1,1
466,"Cardigan",224,118.0,1,1
466,"Coach",279,115.0,1,1
466,"Cords",282,113.0,1,1
466,"Drawstring",96,104.0,1,1
466,"Dress",104,119.0,1,1
466,"Linen",273,116.0,1,1
466,"Mandarin Collar",436,108.0,1,2
466,"Oxford Cloth",192,114.0,1,1
466,"Relaxed Leg",180,95.0,1,1
467,"Bomber",300,90.0,1,1
467,"Cargo Pants",306,106.0,1,1
467,"Chambray",212,105.0,1,1
467,"Coach",93,115.0,1,1
467,"Cropped",115,99.0,1,1
467,"Denim",92,115.0,1,1
467,"Flannel",118,96.0,1,1
467,"Joggers",279,94.0,1,1
467,"Leather",196,113.0,1,2
467,"Peacoat",327,102.0,1,1
467,"Polo",380,117.0,1,2
467,"Puffer",236,110.0,1,1
467,"Relaxed Leg",90,95.0,1,1
467,"Trench Coat",714,112.0,1,3
467,"Wool",106,111.0,1,1
470,"Cropped",345,99.0,1,1
470,"Leather",98,113.0,1,1
471,"Cardigan",112,118.0,1,1
471,"Denim",184,115.0,1,1
471,"Flannel",118,96.0,1,1
471,"Henley",282,92.0,1,1
471,"Joggers",186,94.0,1,1
471,"Leather",196,113.0,1,1
471,"Slim-Fit",194,119.0,1,1
471,"Trench Coat",595,112.0,1,2
472,"Casual Slim Fit",357,113.0,1,1
472,"Chinos",226,100.0,1,1
472,"Coach",93,115.0,1,1
472,"Cuban Collar",315,93.0,1,1
472,"Joggers",186,94.0,1,1
472,"Windbreaker",306,109.0,1,1
473,"Cropped",345,99.0,1,1
473,"Drawstring",96,104.0,1,1
473,"High-Waisted",198,98.0,1,1
473,"Linen",273,116.0,1,1
473,"Parka",113,119.0,1,1
473,"Pleated",105,90.0,1,1
479,"Chambray",212,105.0,1,1
479,"Cords",188,113.0,1,1
479,"Flannel",354,96.0,1,1
479,"Mandarin Collar",327,108.0,1,1
482,"Bomber",300,90.0,1,1
482,"Denim",383,103.5,1,2
482,"Polo",190,117.0,1,1
482,"Slim-Fit",291,119.0,1,1
485,"Casual Slim Fit",357,113.0,1,1
485,"Cropped",345,99.0,1,1
485,"Oxford Cloth",192,114.0,1,1
485,"Pleated",315,90.0,1,1
485,"Polo",285,117.0,1,1
485,"Slim-Fit",194,119.0,1,1
485,"Trench Coat",119,112.0,1,1
490,"Chinos",339,100.0,1,1
490,"Cropped",345,99.0,1,1
490,"Leather",294,113.0,1,1
490,"Peacoat",109,102.0,1,1
490,"Pullover",273,114.0,1,1
493,"Chambray",424,105.0,1,2
493,"Chinos",113,100.0,1,1
493,"Oxford Cloth",96,114.0,1,1
493,"Pleated",315,90.0,1,1
493,"Slim-Fit",291,119.0,1,2
496,"Chambray",212,105.0,1,1
496,"Coach",279,115.0,1,1
496,"Leather",196,113.0,1,1
496,"Oxford Cloth",96,114.0,1,1
496,"Pullover",182,114.0,1,1
496,"Trench Coat",238,112.0,1,1
497,"Coach",279,115.0,1,1
497,"High-Waisted",99,98.0,1,1
497,"Pullover",91,114.0,1,1
500,"Denim",107,92.0,1,1
500,"Drawstring",96,104.0,1,1
500,"Flannel",354,96.0,1,1
500,"Henley",188,92.0,1,1
500,"Leather",294,113.0,1,1
501,"Chambray",212,105.0,1,1
501,"Denim",107,92.0,1,1
501,"Dress",104,119.0,1,1
501,"Joggers",93,94.0,1,1
501,"Puffer",118,110.0,1,1
501,"Wool",212,111.0,1,1
510,"Chambray",106,105.0,1,1
510,"Coach",93,115.0,1,1
510,"Flannel",354,96.0,1,1
510,"Leather",196,113.0,1,1
510,"Pleated",210,90.0,1,1
510,"Polo",95,117.0,1,1
515,"Cargo Pants",102,106.0,1,1
