"customer_id","order_id","order_date","product_type","quantity"
21,616,"2021-05-13","Jacket",3
21,616,"2021-05-13","Shirt",2
21,616,"2021-05-13","Trousers",1
21,616,"2021-05-13","Jacket",2
21,664,"2021-01-07","Jacket",1
21,664,"2021-01-07","Shirt",1
22,668,"2021-03-15","Trousers",1
22,668,"2021-03-15","Shirt",3
22,668,"2021-03-15","Jacket",1
22,668,"2021-03-15","Shirt",1
22,668,"2021-03-15","Shirt",3
22,668,"2021-03-15","Trousers",3
22,668,"2021-03-15","Shirt",2
22,668,"2021-03-15","Jacket",3
22,668,"2021-03-15","Trousers",3
22,668,"2021-03-15","Trousers",1
22,668,"2021-03-15","Jacket",3
23,515,"2021-05-23","Jacket",1
23,515,"2021-05-23","Jacket",1
23,515,"2021-05-23","Trousers",2
23,515,"2021-05-23","Shirt",1
23,515,"2021-05-23","Trousers",1
23,515,"2021-05-23","Trousers",3
23,515,"2021-05-23","Trousers",3
25,609,"2021-04-22","Jacket",2
25,609,"2021-04-22","Shirt",3
25,609,"2021-04-22","Trousers",1
25,609,"2021-04-22","Trousers",3
25,609,"2021-04-22","Shirt",1
25,609,"2021-04-22","Trousers",3
26,550,"2021-08-04","Shirt",1
26,550,"2021-08-04","Shirt",3
26,550,"2021-08-04","Jacket",2
26,550,"2021-08-04","Jacket",2
26,550,"2021-08-04","Trousers",3
26,550,"2021-08-04","Shirt",1
27,748,"2021-05-16","Jacket",3
27,748,"2021-05-16","Trousers",2
27,748,"2021-05-16","Shirt",2
27,748,"2021-05-16","Shirt",2
27,748,"2021-05-16","Trousers",3
28,226,"2021-07-09","Jacket",1
28,226,"2021-07-09","Trousers",3
28,226,"2021-07-09","Jacket",2
28,226,"2021-07-09","Trousers",2
28,226,"2021-07-09","Shirt",1
28,226,"2021-07-09","Trousers",1
28,226,"2021-07-09","Jacket",2
28,226,"2021-07-09","Jacket",2
28,226,"2021-07-09","Trousers",3
34,267,"2021-09-11","Shirt",2
34,267,"2021-09-11","Trousers",3
34,267,"2021-09-11","Shirt",1
34,267,"2021-09-11","Shirt",3
35,844,"2021-09-26","Trousers",3
35,844,"2021-09-26","Trousers",2
35,844,"2021-09-26","Shirt",3
35,844,"2021-09-26","Shirt",1
35,844,"2021-09-26","Jacket",3
35,948,"2021-08-24","Shirt",1
35,948,"2021-08-24","Trousers",1
35,948,"2021-08-24","Trousers",2
35,948,"2021-08-24","Trousers",1
40,732,"2021-05-09","Trousers",1
40,732,"2021-05-09","Shirt",2
40,732,"2021-05-09","Jacket",3
40,753,"2021-02-20","Shirt",1
40,753,"2021-02-20","Trousers",3
40,753,"2021-02-20","Jacket",1
41,320,"2021-08-22","Trousers",3
41,320,"2021-08-22","Trousers",3
41,320,"2021-08-22","Jacket",3
41,320,"2021-08-22","Jacket",1
41,320,"2021-08-22","Trousers",2
41,320,"2021-08-22","Trousers",1
42,778,"2021-01-24","Jacket",3
42,778,"2021-01-24","Jacket",2
42,778,"2021-01-24","Jacket",1
42,778,"2021-01-24","Trousers",2
42,778,"2021-01-24","Jacket",1
42,778,"2021-01-24","Shirt",2
44,787,"2021-07-18","Shirt",2
44,787,"2021-07-18","Jacket",2
44,787,"2021-07-18","Trousers",3
44,787,"2021-07-18","Trousers",1
44,787,"2021-07-18","Trousers",1
44,787,"2021-07-18","Shirt",2
44,787,"2021-07-18","Shirt",1
45,932,"2021-08-22","Shirt",3
45,932,"2021-08-22","Jacket",1
46,355,"2021-04-14","Shirt",2
46,355,"2021-04-14","Shirt",1
46,355,"2021-04-14","Shirt",2
46,355,"2021-04-14","Shirt",2
47,410,"2021-08-04","Trousers",1
47,410,"2021-08-04","Jacket",1
49,534,"2021-09-23","Shirt",3
49,553,"2021-03-06","Trousers",3
49,553,"2021-03-06","Trousers",2
49,553,"2021-03-06","Trousers",1
49,553,"2021-03-06","Shirt",1
49,553,"2021-03-06","Jacket",1
49,947,"2021-06-24","Shirt",1
49,947,"2021-06-24","Trousers",1
49,947,"2021-06-24","Jacket",1
50,635,"2021-07-15","Jacket",1
50,635,"2021-07-15","Jacket",3
50,635,"2021-07-15","Jacket",1
50,635,"2021-07-15","Jacket",2
50,635,"2021-07-15","Trousers",2
50,635,"2021-07-15","Shirt",1
50,714,"2021-02-07","Shirt",3
50,714,"2021-02-07","Shirt",3
50,714,"2021-02-07","Trousers",2
50,714,"2021-02-07","Shirt",2
50,714,"2021-02-07","Trousers",1
50,714,"2021-02-07","Jacket",3
51,36,"2021-08-22","Jacket",1
51,36,"2021-08-22","Shirt",1
51,36,"2021-08-22","Jacket",2
51,36,"2021-08-22","Jacket",2
51,36,"2021-08-22","Shirt",2
51,36,"2021-08-22","Jacket",3
51,127,"2021-04-01","Shirt",2
51,127,"2021-04-01","Jacket",1
51,127,"2021-04-01","Shirt",1
51,127,"2021-04-01","Trousers",1
51,127,"2021-04-01","Jacket",3
51,127,"2021-04-01","Shirt",3
51,127,"2021-04-01","Shirt",1
51,127,"2021-04-01","Jacket",2
51,479,"2021-06-27","Jacket",2
51,479,"2021-06-27","Jacket",1
51,479,"2021-06-27","Trousers",3
51,479,"2021-06-27","Jacket",2
51,479,"2021-06-27","Jacket",2
54,575,"2021-08-14","Jacket",1
54,575,"2021-08-14","Jacket",2
54,575,"2021-08-14","Shirt",3
54,575,"2021-08-14","Jacket",2
54,945,"2021-07-04","Jacket",2
54,945,"2021-07-04","Jacket",2
54,945,"2021-07-04","Trousers",3
54,945,"2021-07-04","Jacket",1
54,945,"2021-07-04","Trousers",2
55,526,"2021-05-16","Shirt",3
55,526,"2021-05-16","Trousers",3
55,526,"2021-05-16","Shirt",2
55,526,"2021-05-16","Trousers",3
55,526,"2021-05-16","Trousers",1
55,526,"2021-05-16","Trousers",2
58,8,"2021-04-12","Shirt",2
58,8,"2021-04-12","Jacket",1
58,298,"2021-09-11","Jacket",2
58,298,"2021-09-11","Trousers",2
58,298,"2021-09-11","Trousers",3
58,298,"2021-09-11","Jacket",2
58,298,"2021-09-11","Jacket",2
58,298,"2021-09-11","Jacket",1
58,507,"2021-06-20","Shirt",3
58,507,"2021-06-20","Jacket",1
58,507,"2021-06-20","Trousers",1
58,507,"2021-06-20","Trousers",2
58,507,"2021-06-20","Jacket",1
60,524,"2021-07-21","Jacket",3
60,524,"2021-07-21","Jacket",3
60,524,"2021-07-21","Shirt",1
61,473,"2021-05-19","Shirt",2
62,884,"2021-08-16","Shirt",3
62,884,"2021-08-16","Jacket",3
62,884,"2021-08-16","Jacket",1
62,884,"2021-08-16","Jacket",3
62,884,"2021-08-16","Jacket",3
62,884,"2021-08-16","Jacket",2
62,884,"2021-08-16","Trousers",1
62,884,"2021-08-16","Trousers",2
62,884,"2021-08-16","Trousers",1
64,1,"2021-08-30","Trousers",2
64,1,"2021-08-30","Trousers",3
64,1,"2021-08-30","Shirt",3
64,1,"2021-08-30","Jacket",1
64,1,"2021-08-30","Shirt",2
64,1,"2021-08-30","Jacket",3
68,75,"2021-08-24","Jacket",3
68,75,"2021-08-24","Shirt",3
68,75,"2021-08-24","Jacket",2
69,965,"2021-07-24","Trousers",3
69,965,"2021-07-24","Shirt",2
69,965,"2021-07-24","Trousers",3
69,965,"2021-07-24","Trousers",1
69,965,"2021-07-24","Shirt",2
69,965,"2021-07-24","Trousers",1
70,357,"2021-02-08","Shirt",2
70,357,"2021-02-08","Jacket",3
72,937,"2021-06-04","Shirt",3
72,937,"2021-06-04","Shirt",2
73,809,"2021-02-11","Jacket",1
73,809,"2021-02-11","Shirt",3
73,809,"2021-02-11","Jacket",2
73,809,"2021-02-11","Jacket",1
73,809,"2021-02-11","Shirt",1
75,112,"2021-02-04","Shirt",1
75,112,"2021-02-04","Trousers",1
75,112,"2021-02-04","Trousers",3
75,112,"2021-02-04","Trousers",1
75,112,"2021-02-04","Shirt",2
75,112,"2021-02-04","Jacket",2
75,380,"2021-03-22","Shirt",3
75,380,"2021-03-22","Shirt",3
75,380,"2021-03-22","Trousers",2
75,380,"2021-03-22","Shirt",2
75,380,"2021-03-22","Shirt",1
75,380,"2021-03-22","Jacket",1
75,380,"2021-03-22","Jacket",2
76,943,"2021-02-22","Jacket",1
76,943,"2021-02-22","Trousers",1
76,943,"2021-02-22","Shirt",3
77,489,"2021-08-30","Jacket",2
77,489,"2021-08-30","Jacket",3
77,489,"2021-08-30","Trousers",1
77,489,"2021-08-30","Trousers",2
77,489,"2021-08-30","Shirt",1
77,489,"2021-08-30","Shirt",3
78,37,"2021-07-07","Jacket",3
78,37,"2021-07-07","Jacket",2
78,37,"2021-07-07","Jacket",2
78,37,"2021-07-07","Jacket",3
78,37,"2021-07-07","Trousers",3
78,691,"2021-04-03","Shirt",2
78,691,"2021-04-03","Jacket",3
78,691,"2021-04-03","Trousers",1
78,691,"2021-04-03","Trousers",2
78,691,"2021-04-03","Trousers",2
79,527,"2021-09-13","Shirt",1
79,527,"2021-09-13","Shirt",2
79,527,"2021-09-13","Jacket",1
79,527,"2021-09-13","Shirt",3
79,527,"2021-09-13","Jacket",2
79,527,"2021-09-13","Jacket",3
79,527,"2021-09-13","Jacket",1
79,527,"2021-09-13","Shirt",1
81,570,"2021-03-09","Jacket",1
81,570,"2021-03-09","Jacket",3
81,570,"2021-03-09","Jacket",1
81,570,"2021-03-09","Shirt",2
81,570,"2021-03-09","Shirt",2
81,570,"2021-03-09","Jacket",1
81,570,"2021-03-09","Shirt",3
81,570,"2021-03-09","Trousers",3
81,863,"2021-05-10","Jacket",3
81,863,"2021-05-10","Shirt",2
81,863,"2021-05-10","Jacket",1
81,863,"2021-05-10","Jacket",3
83,762,"2021-08-13","Shirt",3
83,762,"2021-08-13","Trousers",2
83,762,"2021-08-13","Jacket",3
83,762,"2021-08-13","Trousers",2
83,762,"2021-08-13","Jacket",1
84,163,"2021-06-12","Jacket",1
84,163,"2021-06-12","Jacket",3
84,163,"2021-06-12","Shirt",2
84,163,"2021-06-12","Jacket",2
84,163,"2021-06-12","Shirt",3
84,163,"2021-06-12","Jacket",3
84,163,"2021-06-12","Shirt",1
84,163,"2021-06-12","Trousers",2
85,472,"2021-07-15","Jacket",2
85,472,"2021-07-15","Trousers",3
85,472,"2021-07-15","Shirt",3
85,472,"2021-07-15","Jacket",3
85,472,"2021-07-15","Shirt",3
85,472,"2021-07-15","Trousers",2
86,40,"2021-01-07","Jacket",3
86,40,"2021-01-07","Jacket",1
86,40,"2021-01-07","Shirt",2
86,40,"2021-01-07","Jacket",3
86,249,"2021-05-13","Trousers",2
86,249,"2021-05-13","Jacket",2
86,249,"2021-05-13","Jacket",2
86,249,"2021-05-13","Shirt",3
86,249,"2021-05-13","Trousers",1
86,249,"2021-05-13","Shirt",1
86,249,"2021-05-13","Trousers",2
87,990,"2021-08-17","Trousers",3
87,990,"2021-08-17","Shirt",3
87,990,"2021-08-17","Trousers",2
87,990,"2021-08-17","Trousers",2
87,990,"2021-08-17","Trousers",1
88,730,"2021-06-20","Trousers",3
88,730,"2021-06-20","Shirt",2
88,730,"2021-06-20","Shirt",1
88,730,"2021-06-20","Shirt",3
88,730,"2021-06-20","Trousers",1
88,730,"2021-06-20","Shirt",3
88,866,"2021-04-11","Trousers",1
88,866,"2021-04-11","Jacket",2
88,866,"2021-04-11","Jacket",2
88,866,"2021-04-11","Trousers",2
89,269,"2021-02-05","Trousers",3
89,269,"2021-02-05","Shirt",2
89,269,"2021-02-05","Jacket",3
92,195,"2021-04-13","Shirt",2
92,195,"2021-04-13","Trousers",2
92,195,"2021-04-13","Jacket",3
92,272,"2021-01-20","Jacket",1
92,695,"2021-07-01","Jacket",2
92,695,"2021-07-01","Jacket",2
92,695,"2021-07-01","Shirt",2
92,695,"2021-07-01","Shirt",1
92,695,"2021-07-01","Shirt",1
93,62,"2021-07-30","Trousers",2
93,62,"2021-07-30","Trousers",2
94,401,"2021-08-14","Shirt",1
94,401,"2021-08-14","Shirt",2
94,401,"2021-08-14","Jacket",2
94,401,"2021-08-14","Jacket",3
94,401,"2021-08-14","Shirt",1
94,401,"2021-08-14","Shirt",1
94,401,"2021-08-14","Jacket",2
95,314,"2021-08-14","Shirt",1
95,314,"2021-08-14","Trousers",2
95,314,"2021-08-14","Jacket",3
95,314,"2021-08-14","Trousers",3
95,314,"2021-08-14","Trousers",3
95,314,"2021-08-14","Trousers",3
95,314,"2021-08-14","Jacket",3
96,69,"2021-03-08","Trousers",1
96,69,"2021-03-08","Jacket",3
96,69,"2021-03-08","Jacket",2
96,69,"2021-03-08","Trousers",2
96,69,"2021-03-08","Shirt",3
96,69,"2021-03-08","Shirt",1
97,477,"2021-06-20","Jacket",1
97,477,"2021-06-20","Shirt",2
97,477,"2021-06-20","Jacket",1
97,477,"2021-06-20","Trousers",2
97,477,"2021-06-20","Shirt",2
97,919,"2021-06-29","Trousers",1
99,324,"2021-07-05","Jacket",3
99,324,"2021-07-05","Shirt",2
99,324,"2021-07-05","Shirt",3
99,324,"2021-07-05","Jacket",3
99,324,"2021-07-05","Shirt",2
100,447,"2021-01-10","Jacket",3
100,447,"2021-01-10","Shirt",2
100,447,"2021-01-10","Trousers",1
100,447,"2021-01-10","Trousers",2
100,447,"2021-01-10","Jacket",1
100,447,"2021-01-10","Jacket",3
100,780,"2021-01-27","Shirt",2
100,780,"2021-01-27","Trousers",1
100,780,"2021-01-27","Shirt",1
100,780,"2021-01-27","Shirt",1
100,780,"2021-01-27","Trousers",1
100,780,"2021-01-27","Shirt",1
100,780,"2021-01-27","Trousers",3
100,873,"2021-04-25","Jacket",1
100,873,"2021-04-25","Trousers",1
100,873,"2021-04-25","Jacket",2
100,873,"2021-04-25","Shirt",1
100,873,"2021-04-25","Jacket",1
102,467,"2021-02-24","Jacket",3
102,467,"2021-02-24","Shirt",1
102,467,"2021-02-24","Trousers",1
102,467,"2021-02-24","Trousers",3
102,467,"2021-02-24","Jacket",1
102,467,"2021-02-24","Trousers",1
102,621,"2021-07-16","Jacket",1
102,621,"2021-07-16","Shirt",3
102,621,"2021-07-16","Jacket",1
102,621,"2021-07-16","Shirt",1
102,852,"2021-04-11","Shirt",3
102,852,"2021-04-11","Jacket",2
102,852,"2021-04-11","Trousers",1
102,852,"2021-04-11","Shirt",3
102,852,"2021-04-11","Jacket",2
103,464,"2021-06-29","Jacket",2
103,464,"2021-06-29","Shirt",3
103,464,"2021-06-29","Jacket",3
103,464,"2021-06-29","Shirt",3
103,464,"2021-06-29","Jacket",3
103,464,"2021-06-29","Trousers",1
103,464,"2021-06-29","Shirt",2
104,567,"2021-06-21","Trousers",1
104,567,"2021-06-21","Jacket",1
104,567,"2021-06-21","Jacket",1
104,567,"2021-06-21","Trousers",1
104,567,"2021-06-21","Shirt",2
104,567,"2021-06-21","Trousers",1
104,567,"2021-06-21","Jacket",1
106,97,"2021-03-29","Jacket",1
106,97,"2021-03-29","Jacket",1
106,97,"2021-03-29","Jacket",1
106,97,"2021-03-29","Trousers",3
106,97,"2021-03-29","Shirt",3
106,97,"2021-03-29","Trousers",1
106,97,"2021-03-29","Trousers",3
106,97,"2021-03-29","Shirt",1
106,835,"2021-01-02","Shirt",3
106,835,"2021-01-02","Shirt",2
106,835,"2021-01-02","Shirt",3
106,835,"2021-01-02","Trousers",2
106,835,"2021-01-02","Trousers",1
107,597,"2021-08-04","Trousers",2
107,705,"2021-01-14","Shirt",3
107,705,"2021-01-14","Trousers",1
107,705,"2021-01-14","Jacket",3
107,705,"2021-01-14","Trousers",2
107,705,"2021-01-14","Jacket",3
107,705,"2021-01-14","Trousers",3
107,705,"2021-01-14","Trousers",2
107,705,"2021-01-14","Trousers",2
107,705,"2021-01-14","Trousers",2
107,705,"2021-01-14","Shirt",2
107,744,"2021-01-25","Trousers",1
107,744,"2021-01-25","Shirt",2
107,744,"2021-01-25","Trousers",3
107,744,"2021-01-25","Trousers",1
107,744,"2021-01-25","Jacket",2
107,744,"2021-01-25","Shirt",2
108,888,"2021-04-20","Shirt",2
108,963,"2021-06-18","Shirt",1
108,963,"2021-06-18","Shirt",3
108,963,"2021-06-18","Jacket",1
108,963,"2021-06-18","Jacket",3
108,963,"2021-06-18","Jacket",2
108,963,"2021-06-18","Jacket",3
110,197,"2021-04-30","Trousers",1
110,197,"2021-04-30","Trousers",2
110,197,"2021-04-30","Jacket",2
110,197,"2021-04-30","Trousers",1
110,197,"2021-04-30","Shirt",3
111,482,"2021-08-03","Trousers",3
111,482,"2021-08-03","Trousers",1
111,482,"2021-08-03","Jacket",2
111,482,"2021-08-03","Jacket",3
112,291,"2021-01-12","Jacket",3
112,291,"2021-01-12","Jacket",3
112,291,"2021-01-12","Jacket",3
112,291,"2021-01-12","Shirt",2
112,291,"2021-01-12","Shirt",1
112,291,"2021-01-12","Jacket",1
113,166,"2021-07-11","Jacket",1
113,166,"2021-07-11","Shirt",2
113,166,"2021-07-11","Jacket",3
113,166,"2021-07-11","Jacket",2
113,166,"2021-07-11","Jacket",3
113,166,"2021-07-11","Jacket",1
116,986,"2021-08-02","Trousers",3
116,986,"2021-08-02","Jacket",1
116,986,"2021-08-02","Shirt",3
117,972,"2021-07-22","Trousers",2
117,972,"2021-07-22","Shirt",1
117,972,"2021-07-22","Jacket",2
117,972,"2021-07-22","Shirt",1
117,972,"2021-07-22","Jacket",2
117,972,"2021-07-22","Trousers",3
117,972,"2021-07-22","Trousers",3
117,972,"2021-07-22","Trousers",1
117,972,"2021-07-22","Trousers",2
117,972,"2021-07-22","Shirt",1
118,821,"2021-01-03","Trousers",3
118,821,"2021-01-03","Shirt",2
118,821,"2021-01-03","Trousers",3
120,12,"2021-06-30","Jacket",1
120,12,"2021-06-30","Jacket",2
120,12,"2021-06-30","Shirt",1
120,12,"2021-06-30","Trousers",3
123,755,"2021-04-11","Trousers",3
123,755,"2021-04-11","Jacket",3
123,755,"2021-04-11","Jacket",2
123,755,"2021-04-11","Shirt",2
123,755,"2021-04-11","Shirt",1
123,755,"2021-04-11","Shirt",3
123,926,"2021-02-08","Jacket",2
123,926,"2021-02-08","Trousers",3
123,926,"2021-02-08","Jacket",2
123,926,"2021-02-08","Jacket",1
123,926,"2021-02-08","Jacket",2
123,926,"2021-02-08","Trousers",1
123,926,"2021-02-08","Jacket",1
123,982,"2021-03-30","Shirt",2
123,982,"2021-03-30","Jacket",1
123,982,"2021-03-30","Trousers",1
123,982,"2021-03-30","Jacket",2
123,982,"2021-03-30","Trousers",1
123,982,"2021-03-30","Trousers",3
124,21,"2021-04-04","Trousers",2
124,21,"2021-04-04","Shirt",2
124,21,"2021-04-04","Shirt",1
125,510,"2021-09-29","Trousers",3
125,510,"2021-09-29","Trousers",2
125,510,"2021-09-29","Shirt",2
125,510,"2021-09-29","Trousers",3
125,510,"2021-09-29","Trousers",1
125,510,"2021-09-29","Trousers",3
125,510,"2021-09-29","Jacket",1
125,510,"2021-09-29","Shirt",1
127,107,"2021-01-11","Shirt",2
127,107,"2021-01-11","Shirt",2
127,107,"2021-01-11","Shirt",3
127,107,"2021-01-11","Trousers",1
127,107,"2021-01-11","Shirt",1
127,107,"2021-01-11","Shirt",2
128,938,"2021-06-12","Shirt",3
128,938,"2021-06-12","Trousers",2
128,938,"2021-06-12","Shirt",1
128,938,"2021-06-12","Jacket",2
128,938,"2021-06-12","Jacket",1
128,938,"2021-06-12","Shirt",3
128,938,"2021-06-12","Jacket",3
129,202,"2021-04-15","Trousers",1
129,202,"2021-04-15","Shirt",1
129,202,"2021-04-15","Shirt",3
129,202,"2021-04-15","Trousers",1
129,202,"2021-04-15","Shirt",3
129,202,"2021-04-15","Shirt",3
129,935,"2021-07-01","Trousers",2
129,935,"2021-07-01","Trousers",2
129,935,"2021-07-01","Trousers",1
129,935,"2021-07-01","Trousers",2
129,935,"2021-07-01","Trousers",3
129,935,"2021-07-01","Trousers",1
129,935,"2021-07-01","Shirt",3
129,935,"2021-07-01","Shirt",3
133,234,"2021-09-18","Shirt",3
133,234,"2021-09-18","Trousers",3
133,234,"2021-09-18","Shirt",1
134,710,"2021-02-07","Jacket",1
134,710,"2021-02-07","Trousers",1
134,710,"2021-02-07","Jacket",1
134,710,"2021-02-07","Jacket",2
134,710,"2021-02-07","Jacket",1
135,548,"2021-07-17","Shirt",3
135,548,"2021-07-17","Jacket",2
139,834,"2021-02-23","Jacket",2
139,834,"2021-02-23","Trousers",3
139,834,"2021-02-23","Shirt",3
139,834,"2021-02-23","Jacket",1
142,584,"2021-06-29","Shirt",1
142,584,"2021-06-29","Jacket",2
142,584,"2021-06-29","Jacket",2
142,584,"2021-06-29","Jacket",2
144,738,"2021-07-16","Shirt",2
144,738,"2021-07-16","Trousers",2
144,738,"2021-07-16","Trousers",3
144,738,"2021-07-16","Shirt",3
146,385,"2021-08-08","Jacket",2
146,385,"2021-08-08","Trousers",1
146,385,"2021-08-08","Jacket",1
146,385,"2021-08-08","Shirt",2
148,936,"2021-07-16","Shirt",3
148,936,"2021-07-16","Trousers",3
148,936,"2021-07-16","Trousers",1
148,936,"2021-07-16","Shirt",3
148,936,"2021-07-16","Jacket",3
148,936,"2021-07-16","Shirt",3
148,936,"2021-07-16","Jacket",2
148,936,"2021-07-16","Shirt",3
150,930,"2021-06-22","Trousers",2
150,930,"2021-06-22","Shirt",3
150,930,"2021-06-22","Shirt",2
155,430,"2021-02-08","Trousers",1
155,430,"2021-02-08","Jacket",1
155,430,"2021-02-08","Trousers",2
155,611,"2021-05-01","Trousers",3
155,611,"2021-05-01","Jacket",2
155,611,"2021-05-01","Shirt",3
155,611,"2021-05-01","Shirt",2
156,302,"2021-06-19","Jacket",2
156,302,"2021-06-19","Trousers",1
156,302,"2021-06-19","Trousers",1
156,671,"2021-06-22","Trousers",3
156,671,"2021-06-22","Jacket",1
156,671,"2021-06-22","Trousers",1
156,671,"2021-06-22","Jacket",3
156,671,"2021-06-22","Shirt",3
156,671,"2021-06-22","Shirt",1
158,61,"2021-04-16","Shirt",1
158,61,"2021-04-16","Shirt",2
158,61,"2021-04-16","Jacket",3
158,61,"2021-04-16","Trousers",1
158,61,"2021-04-16","Trousers",1
160,114,"2021-08-08","Shirt",2
160,114,"2021-08-08","Trousers",3
160,114,"2021-08-08","Shirt",1
160,114,"2021-08-08","Trousers",2
160,114,"2021-08-08","Trousers",3
160,114,"2021-08-08","Jacket",1
160,114,"2021-08-08","Trousers",2
161,179,"2021-06-10","Trousers",1
161,179,"2021-06-10","Shirt",2
161,179,"2021-06-10","Jacket",3
161,179,"2021-06-10","Jacket",2
161,179,"2021-06-10","Jacket",3
161,179,"2021-06-10","Shirt",2
163,57,"2021-02-27","Trousers",2
163,57,"2021-02-27","Jacket",1
163,57,"2021-02-27","Trousers",3
167,64,"2021-01-24","Jacket",2
167,64,"2021-01-24","Trousers",1
167,64,"2021-01-24","Jacket",2
167,64,"2021-01-24","Jacket",2
169,767,"2021-04-28","Shirt",3
169,767,"2021-04-28","Jacket",2
169,767,"2021-04-28","Jacket",2
169,767,"2021-04-28","Jacket",1
171,580,"2021-04-30","Shirt",2
171,580,"2021-04-30","Jacket",2
171,580,"2021-04-30","Jacket",1
171,580,"2021-04-30","Shirt",2
176,665,"2021-03-10","Jacket",1
176,665,"2021-03-10","Jacket",3
178,740,"2021-02-05","Jacket",2
178,740,"2021-02-05","Trousers",1
178,740,"2021-02-05","Shirt",2
178,740,"2021-02-05","Shirt",3
178,740,"2021-02-05","Trousers",2
179,253,"2021-09-10","Trousers",2
179,253,"2021-09-10","Jacket",3
179,253,"2021-09-10","Jacket",2
179,316,"2021-09-12","Trousers",3
179,316,"2021-09-12","Shirt",3
179,316,"2021-09-12","Trousers",2
179,316,"2021-09-12","Shirt",1
180,22,"2021-05-28","Shirt",3
180,22,"2021-05-28","Shirt",1
180,22,"2021-05-28","Trousers",2
180,22,"2021-05-28","Shirt",1
180,22,"2021-05-28","Shirt",2
180,22,"2021-05-28","Trousers",1
180,68,"2021-02-12","Trousers",1
180,68,"2021-02-12","Shirt",1
180,68,"2021-02-12","Jacket",2
180,68,"2021-02-12","Shirt",1
180,480,"2021-07-15","Trousers",2
180,480,"2021-07-15","Trousers",1
180,480,"2021-07-15","Trousers",3
180,480,"2021-07-15","Trousers",2
181,84,"2021-08-26","Shirt",2
181,84,"2021-08-26","Trousers",1
181,84,"2021-08-26","Shirt",3
181,367,"2021-02-20","Trousers",1
181,367,"2021-02-20","Trousers",3
181,367,"2021-02-20","Trousers",3
181,367,"2021-02-20","Jacket",2
181,367,"2021-02-20","Shirt",2
181,367,"2021-02-20","Jacket",2
181,367,"2021-02-20","Jacket",2
183,633,"2021-07-02","Jacket",2
183,633,"2021-07-02","Shirt",2
183,633,"2021-07-02","Trousers",3
183,633,"2021-07-02","Shirt",2
183,633,"2021-07-02","Trousers",1
183,633,"2021-07-02","Trousers",1
183,633,"2021-07-02","Shirt",3
183,812,"2021-07-09","Jacket",2
183,812,"2021-07-09","Jacket",1
183,812,"2021-07-09","Trousers",2
183,812,"2021-07-09","Shirt",3
183,840,"2021-06-30","Jacket",1
183,840,"2021-06-30","Trousers",2
183,840,"2021-06-30","Trousers",2
